Regclass,Species,Region,nsites,nyears,BS.mean,BS.sd1,BS.sd2,BS.sd
Site,Great Black-Backed Gull,Sound of Jura;Corr Eilean,1,9,0.696666666666667,0.315990506186499,NA,0.315990506186499
Site,Great Black-Backed Gull,Sound of Jura;Reisa Mhic Phaidean,1,7,0.808571428571429,0.478415041967696,NA,0.478415041967696
Site,Great Black-Backed Gull,South Solway;Rockcliffe Marsh,1,7,0.551428571428571,0.270334889314998,NA,0.270334889314998
Site,Great Black-Backed Gull,Strangford Lough SPA;Strangford Lough,1,5,1.772,0.297859027058104,NA,0.297859027058104
Site,Great Black-Backed Gull,Ynys Feurig. Cemlyn Bay and The Skerries SPA;The Skerries RSPB,1,6,0.791666666666667,0.26716411934739,NA,0.26716411934739
Site,Great Cormorant,Aberdaron Coast and Bardsey Island SPA;Ynysoedd Gwylan (Fawr and Bach Total),1,12,2.35583333333333,0.926091084596811,NA,0.926091084596811
Site,Great Cormorant,Arisaig to Loch Ailort;An Glas-eilean,1,15,1.38,0.761173905415651,NA,0.761173905415651
Site,Great Cormorant,East Caithness Cliffs SPA (South);Ceann Leathad nam Bo 2,1,10,2.298,0.340776890191939,NA,0.340776890191939
Site,Great Cormorant,Lismore;Eilean Dubh,1,6,1.48666666666667,0.7127598941205,NA,0.7127598941205
Site,Great Cormorant,Loch Craignish - Loch Crinan;Ruadh Sgeir,1,6,1.91,0.304565263941901,NA,0.304565263941901
Site,Great Cormorant,Loch Fyne;Eilean Buidhe (Portavadie),1,12,1.34833333333333,0.728957329257885,NA,0.728957329257885
Site,Great Cormorant,NA;Peel - Glen Mooar,1,10,2.412,0.141484196212078,NA,0.141484196212078
Site,Great Cormorant,North Sutor to Shandwick;North Sutor Of Cromarty/Castlecraig,1,27,2.1937037037037,0.398537211351599,NA,0.398537211351599
Site,Great Cormorant,Plymouth to Berry Head Coastline;Blackaterry Point,1,6,1.79333333333333,0.538726894322779,NA,0.538726894322779
Site,Great Cormorant,Skokholm and Skomer SPA;Skomer,1,5,1.376,0.187696563633967,NA,0.187696563633967
Site,Great Cormorant,Sound of Jura;Carraig an Daimh,1,7,1.27857142857143,0.837564496450444,NA,0.837564496450444
Site,Great Cormorant,Sound of Jura;Corr Eilean,1,5,1.66,0.98,NA,0.98
Site,Great Cormorant,South Solway;Grune Point Man Made,1,8,1.74125,0.333185383833085,NA,0.333185383833085
Site,Great Cormorant,St Margaret's Island;St Margaret's Island,1,5,2.158,0.196900990347941,NA,0.196900990347941
Site,Great Cormorant,Studland SSSI - Purbeck;Ballard Cliffs,1,8,1.3575,0.211305466091154,NA,0.211305466091154
Site,Herring Gull,Aberdaron Coast and Bardsey Island SPA;Bardsey Island,1,20,0.959,0.375470231492248,NA,0.375470231492248
Site,Herring Gull,Aberdaron Coast and Bardsey Island SPA;Ynysoedd Gwylan (Fawr and Bach Total),1,8,0.8275,0.445573466765823,NA,0.445573466765823
Site,Herring Gull,Arisaig to Loch Ailort;An Glas-eilean,1,5,0.28,0.288444102037119,NA,0.288444102037119
Site,Herring Gull,Arisaig to Loch Ailort;Eilean an Sgurra,1,6,0.106666666666667,0.261278905896872,NA,0.261278905896872
Site,Herring Gull,Arisaig to Loch Ailort;Eilean an t-Snidhe,1,8,0.4825,0.371358509875757,NA,0.371358509875757
Site,Herring Gull,Arisaig to Loch Ailort;Sgeir An Fheoir,1,6,0.105,0.196341539160719,NA,0.196341539160719
Site,Herring Gull,Arisaig to Loch Nevis;Eilean Da Chuain,1,10,0.372,0.35439463251516,NA,0.35439463251516
Site,Herring Gull,Arisaig to Loch Nevis;Rubha Da Chuain,1,8,0.375,0.552733467155993,NA,0.552733467155993
Site,Herring Gull,Burnt Islands - Kyles of Bute;Burnt Islands,1,10,0.821,0.335507906845063,NA,0.335507906845063
Site,Herring Gull,Canna and Sanday SPA;Canna and Sanday,1,28,0.895357142857143,0.65591599587965,NA,0.65591599587965
Site,Herring Gull,Craobh Haven to Craignish + Selected Offshore Islands;Eilean Gamhna (NM71),1,9,0.504444444444444,0.458069621103362,NA,0.458069621103362
Site,Herring Gull,Firth of Lorn;Bach Island,1,11,0.573636363636364,0.498984423149115,NA,0.498984423149115
Site,Herring Gull,Firth of Lorn;Dubh Sgeir (NM72b),1,10,0.644,0.411587711726728,NA,0.411587711726728
Site,Herring Gull,Flamborough Head and Bempton Cliffs SPA;Flamborough Head and Bempton Cliffs,1,9,0.888888888888889,0.200464737824664,NA,0.200464737824664
Site,Herring Gull,Forth Islands SPA;Isle of May,1,19,0.978421052631579,0.306598962778102,NA,0.306598962778102
Site,Herring Gull,Havergate Island;Havergate Island,1,5,0.414,0.390230700996218,NA,0.390230700996218
Site,Herring Gull,Hunstanton;Hunstanton Town,1,7,1.47285714285714,0.25753409390566,NA,0.25753409390566
Site,Herring Gull,Lismore;Eilean Dubh,1,20,0.425,0.530615332966309,NA,0.530615332966309
Site,Herring Gull,Lismore;Eilean nan Caorach,1,21,0.818571428571429,0.481282512816388,NA,0.481282512816388
Site,Herring Gull,Lismore;Sgeir nan Tom,1,16,1.119375,0.427542882839449,NA,0.427542882839449
Site,Herring Gull,Loch Ailort;Sgeir Ghlas,1,13,0.300769230769231,0.434289871293002,NA,0.434289871293002
Site,Herring Gull,Loch Craignish - Loch Crinan;Eilean na Cille,1,11,0.555454545454545,0.259744629833367,NA,0.259744629833367
Site,Herring Gull,Loch Craignish - Loch Crinan;Eilean na Cille small islet,1,5,0.73,0.116404467268228,NA,0.116404467268228
Site,Herring Gull,Loch Craignish - Loch Crinan;Eilean na Cille steep islet,1,12,0.660833333333333,0.305716991330019,NA,0.305716991330019
Site,Herring Gull,Loch Craignish - Loch Crinan;Ruadh Sgeir,1,10,0.415,0.163588236469225,NA,0.163588236469225
Site,Herring Gull,Loch Etive;Abbot's Isles,1,22,0.888636363636364,0.394078738259313,NA,0.394078738259313
Site,Herring Gull,Loch Etive;Kilmaronag Islands,1,20,0.7365,0.415353685683089,NA,0.415353685683089
Site,Herring Gull,Loch Fyne;Eilean a' Bhuic,1,9,0.707777777777778,0.467460634112055,NA,0.467460634112055
Site,Herring Gull,Loch Fyne;Eilean Aoghainn,1,12,0.534166666666667,0.377972060856195,NA,0.377972060856195
Site,Herring Gull,Loch Fyne;Eilean Buidhe (Black Harbour),1,8,0.89,0.609730619676779,NA,0.609730619676779
Site,Herring Gull,Loch Fyne;Eilean Buidhe (Portavadie),1,17,0.609411764705882,0.387725266590844,NA,0.387725266590844
Site,Herring Gull,Loch Fyne;Glas Eilean (Loch Fyne),1,11,0.676363636363636,0.321567185119151,NA,0.321567185119151
Site,Herring Gull,Loch Fyne;Liath Eilean (Loch Fyne),1,12,0.681666666666667,0.363788983124042,NA,0.363788983124042
Site,Herring Gull,Loch Fyne;Sgat Beag,1,13,0.210769230769231,0.264369108711713,NA,0.264369108711713
Site,Herring Gull,Loch Fyne;Sgat Mor,1,13,0.645384615384615,0.466522871618948,NA,0.466522871618948
Site,Herring Gull,Loch Leven;Eilean Choinneich,1,14,0.758571428571429,0.52808590709725,NA,0.52808590709725
Site,Herring Gull,Loch Linnhe and Fort William;Eilean Balnagowan,1,15,0.811333333333333,0.364963142300829,NA,0.364963142300829
Site,Herring Gull,Loch Linnhe and Fort William;Three Islets,1,15,0.701333333333333,0.371865310998229,NA,0.371865310998229
Site,Herring Gull,Loch Lomond;Tarbet Isle,1,5,0.632,0.59503781392446,NA,0.59503781392446
Site,Herring Gull,Loch Sunart;Sligneach Mor,1,18,0.816666666666667,0.3198712976477,NA,0.3198712976477
Site,Herring Gull,Moidart;Eilean Mhic Neill,1,20,0.5425,0.467815471943237,NA,0.467815471943237
Site,Herring Gull,Mull;Eilean Rubha an Ridire,1,13,0.335384615384615,0.399616803630165,NA,0.399616803630165
Site,Herring Gull,Mull;Eileanan Glasa,1,7,0.828571428571429,0.431641385543932,NA,0.431641385543932
Site,Herring Gull,Mull;Sgeir nan Gobhar,1,21,0.775714285714286,0.528285637023868,NA,0.528285637023868
Site,Herring Gull,NA;Am Fraoch-eilean. Loch Nan Ceall,1,8,0.12,0.271661554144123,NA,0.271661554144123
Site,Herring Gull,NA;An Glas-eilean,1,7,0.17,0.249198715887542,NA,0.249198715887542
Site,Herring Gull,NA;An Glas Eilean (nr Glenancross),1,10,0.404,0.445675517239467,NA,0.445675517239467
Site,Herring Gull,NA;Eilean Loch Oscair,1,6,0.0933333333333333,0.228619042659763,NA,0.228619042659763
Site,Herring Gull,NA;Inn Island,1,20,0.7085,0.500044997975182,NA,0.500044997975182
Site,Herring Gull,Noss SPA;Noss,1,19,1.12473684210526,0.409462634586853,NA,0.409462634586853
Site,Herring Gull,Oban;Eilean Beag (NM83),1,22,0.909090909090909,0.257236394723925,NA,0.257236394723925
Site,Herring Gull,Oban;Eilean Mor (NM83),1,21,0.700952380952381,0.40022374694544,NA,0.40022374694544
Site,Herring Gull,Skokholm and Skomer SPA;Skokholm,1,15,0.684,0.335448527028685,NA,0.335448527028685
Site,Herring Gull,Skokholm and Skomer SPA;Skomer,1,22,0.698636363636364,0.237893442623562,NA,0.237893442623562
Site,Herring Gull,Sound of Jura;Corr Eilean,1,13,0.537692307692308,0.386461594602315,NA,0.386461594602315
Site,Herring Gull,Sound of Jura;Eilean Mor (NR67),1,15,0.684666666666667,0.379922297820163,NA,0.379922297820163
Site,Herring Gull,Sound of Jura;Reisa Mhic Phaidean,1,17,0.241176470588235,0.199558335861383,NA,0.199558335861383
Site,Herring Gull,Sound of Luing;Eilean Dubh Mor,1,5,0.456,0.649715322275841,NA,0.649715322275841
Site,Herring Gull,St Bees Head and Town;St Bees Head,1,5,1.218,0.18322117781523,NA,0.18322117781523
Site,Herring Gull,Strangford Lough SPA;Strangford Lough,1,5,1.674,0.321449840566145,NA,0.321449840566145
Site,Herring Gull,West Bay - Bridport;Westbay. Eastcliff,1,9,2.16555555555556,0.401251514361974,NA,0.401251514361974
Site,Herring Gull,West Loch Tarbert;Eilean Eoghainn,1,17,0.544705882352941,0.370575863472293,NA,0.370575863472293
Site,Black-Legged Kittiwake,Aberdaron Coast and Bardsey Island SPA;Bardsey Island,1,26,0.678846153846154,0.374714044819,NA,0.374714044819
Site,Black-Legged Kittiwake,Ailsa Craig SPA;Ailsa Craig,1,29,0.495862068965517,0.295133350506649,NA,0.295133350506649
Site,Black-Legged Kittiwake,Bishop & Clerks and Ramsey;Ramsey Island RSPB,1,18,0.474444444444444,0.384756947301452,NA,0.384756947301452
Site,Black-Legged Kittiwake,Buchan Ness to Collieston Coast SPA;Buchan Ness to Collieston,1,22,0.598636363636364,0.327563813550966,NA,0.327563813550966
Site,Black-Legged Kittiwake,Canna and Sanday SPA;Canna and Sanday,1,32,0.6625,0.29588576697228,NA,0.29588576697228
Site,Black-Legged Kittiwake,Castlemartin Coast SPA (Berryslade to Barafundle Bay);Green Bridge of Wales to Flimston Bay (Elegug Stacks),1,23,0.207826086956522,0.228293203055336,NA,0.228293203055336
Site,Black-Legged Kittiwake,Cayton Bay to Filey;Filey 1,1,5,0.206,0.162573060498965,NA,0.162573060498965
Site,Black-Legged Kittiwake,Cayton Bay to Filey;Filey 2,1,5,0.412,0.145499140890934,NA,0.145499140890934
Site,Black-Legged Kittiwake,Coquet Island SPA;Coquet Island,1,23,1.13826086956522,0.290605201947951,NA,0.290605201947951
Site,Black-Legged Kittiwake,Deerness;Mull Head - cliff-nesters,1,24,0.863333333333333,0.446159131941164,NA,0.446159131941164
Site,Black-Legged Kittiwake,Dunbar Coast;Dunbar Coast and Harbour,1,29,0.839655172413793,0.288041201896791,NA,0.288041201896791
Site,Black-Legged Kittiwake,East Caithness Cliffs SPA (North);Ires Geo,1,9,1.02444444444444,0.341398268562947,NA,0.341398268562947
Site,Black-Legged Kittiwake,East Caithness Cliffs SPA (South);Rockhead,1,9,1.07444444444444,0.456265030193831,NA,0.456265030193831
Site,Black-Legged Kittiwake,Fair Isle SPA;Fair Isle,1,32,0.47125,0.473638966901734,NA,0.473638966901734
Site,Black-Legged Kittiwake,Farne Islands SPA;Farne Islands,1,29,0.823793103448276,0.315893447147513,NA,0.315893447147513
Site,Black-Legged Kittiwake,Flamborough Head and Bempton Cliffs SPA;Flamborough Head and Bempton Cliffs,1,31,0.873225806451613,0.332329024680604,NA,0.332329024680604
Site,Black-Legged Kittiwake,Foula SPA;Foula,1,29,0.416206896551724,0.404566909467956,NA,0.404566909467956
Site,Black-Legged Kittiwake,Fowlsheugh SPA;Fowlsheugh RSPB,1,29,0.797586206896552,0.324517831035674,NA,0.324517831035674
Site,Black-Legged Kittiwake,Great Orme and Little Orme;Great Orme,1,19,0.484736842105263,0.246043546756636,NA,0.246043546756636
Site,Black-Legged Kittiwake,Handa Island SPA;Handa Island,1,31,1.01838709677419,0.473561659302451,NA,0.473561659302451
Site,Black-Legged Kittiwake,Hermaness;Hermaness,1,28,0.363928571428571,0.295864574697355,NA,0.295864574697355
Site,Black-Legged Kittiwake,Heylor to Stenness;Cross-voe-sand to Caves,1,14,0.334285714285714,0.318402606428119,NA,0.318402606428119
Site,Black-Legged Kittiwake,Holm;Gultak,1,26,0.69,0.379420610931984,NA,0.379420610931984
Site,Black-Legged Kittiwake,Isle of Colonsay;Isle of Colonsay - breeding success,1,6,0.803333333333333,0.176484182482926,NA,0.176484182482926
Site,Black-Legged Kittiwake,Isles of Scilly Archipelago;Isles of Scilly Archipelago,1,6,0.14,0.283196045170126,NA,0.283196045170126
Site,Black-Legged Kittiwake,Ligger Point to Porth;Towan Head,1,5,0.384,0.238075618239248,NA,0.238075618239248
Site,Black-Legged Kittiwake,Lowestoft (Town);Lowestoft,1,31,1.06064516129032,0.251686782646884,NA,0.251686782646884
Site,Black-Legged Kittiwake,Lundy;Lundy,1,15,0.501333333333333,0.30125610051124,NA,0.30125610051124
Site,Black-Legged Kittiwake,Marwick Head SPA;Marwick Head,1,29,0.828620689655172,0.450108908550642,NA,0.450108908550642
Site,Black-Legged Kittiwake,Melvich to Duncansby Stacks SSSI/SPA;Dunnet Head RSPB,1,7,0.751428571428571,0.401224316786698,NA,0.401224316786698
Site,Black-Legged Kittiwake,Melvich to Duncansby Stacks SSSI/SPA;Skirza Head,1,9,0.91,0.411308886361576,NA,0.411308886361576
Site,Black-Legged Kittiwake,Mount's Bay. Cornwall;Rinsey ,1,6,0.413333333333333,0.127540843131393,NA,0.127540843131393
Site,Black-Legged Kittiwake,Muck Island;Muck Island,1,13,0.672307692307692,0.375857992823394,NA,0.375857992823394
Site,Black-Legged Kittiwake,NA;Calf of Man,1,9,0.251111111111111,0.130330775763482,NA,0.130330775763482
Site,Black-Legged Kittiwake,NA;Costa Head,1,21,0.67047619047619,0.509769322247585,NA,0.509769322247585
Site,Black-Legged Kittiwake,NA;Glen Maye - Peel,1,13,0.309230769230769,0.33362807481939,NA,0.33362807481939
Site,Black-Legged Kittiwake,NA;Kettlaness,1,10,0.08,0.181291661878495,NA,0.181291661878495
Site,Black-Legged Kittiwake,NA;Mull Of Galloway RSPB,1,5,0.626,0.688897670194928,NA,0.688897670194928
Site,Black-Legged Kittiwake,NA;North Hill RSPB. Papa Westray,1,21,0.57047619047619,0.497689423139333,NA,0.497689423139333
Site,Black-Legged Kittiwake,NA;Saltburn Cliffs (Huntcliff),1,23,0.778260869565217,0.303908661127485,NA,0.303908661127485
Site,Black-Legged Kittiwake,NA;St Aldhelm's Head - Durlston Head,1,16,0.655,0.336650164612069,NA,0.336650164612069
Site,Black-Legged Kittiwake,NA;Troswick Ness,1,10,0.372,0.428765670267572,NA,0.428765670267572
Site,Black-Legged Kittiwake,No Ness to Levenwick and Boddam to Virkie;Noness,1,20,0.325,0.395707228296775,NA,0.395707228296775
Site,Black-Legged Kittiwake,North Sutor to Shandwick;North Sutor Of Cromarty/Castlecraig,1,28,0.5225,0.357000103745187,NA,0.357000103745187
Site,Black-Legged Kittiwake,Noss SPA;Noss,1,31,0.211290322580645,0.232790921006868,NA,0.232790921006868
Site,Black-Legged Kittiwake,Plymouth to Berry Head Coastline;Berry Head 1,1,9,0.725555555555556,0.250505045413816,NA,0.250505045413816
Site,Black-Legged Kittiwake,Puffin Island SPA;Puffin Island,1,9,0.727777777777778,0.439026701288708,NA,0.439026701288708
Site,Black-Legged Kittiwake,Rathlin Island SPA;Rathlin Island,1,12,0.766666666666667,0.480138868800822,NA,0.480138868800822
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;Baltic Flour Mill,1,19,1.04473684210526,0.231909187711546,NA,0.231909187711546
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;Gateshead Kittiwake Tower,1,17,0.837058823529412,0.212654787915837,NA,0.212654787915837
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;International Coatings,1,18,1.01555555555556,0.251424698637519,NA,0.251424698637519
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;McNulty's. Tyne Dock ,1,13,1.04769230769231,0.283964605956266,NA,0.283964605956266
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;Newcastle Quayside Buildings,1,24,1.05708333333333,0.234047174112709,NA,0.234047174112709
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;Newcastle to Seaton Sluice - breeding success,1,10,0.931,0.230576572000617,NA,0.230576572000617
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;North Shields Warehouse,1,8,1.17875,0.352600036463818,NA,0.352600036463818
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;Tyne Bridge North Tower,1,18,0.987777777777778,0.177351613387761,NA,0.177351613387761
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;Tyne Bridge South Tower,1,12,1.01583333333333,0.242354298622092,NA,0.242354298622092
Site,Black-Legged Kittiwake,River Tyne to Seaton Sluice;Tynemouth,1,16,0.9025,0.26042273326267,NA,0.26042273326267
Site,Black-Legged Kittiwake,Scarvister to Culswick;Westerwick,1,17,0.315882352941176,0.423660518923014,NA,0.423660518923014
Site,Black-Legged Kittiwake,Sharkham Point to Start Point (South Hams);North Hallsands,1,5,0.752,0.706908763561466,NA,0.706908763561466
Site,Black-Legged Kittiwake,Skokholm and Skomer SPA;Skomer,1,32,0.6346875,0.217477983683629,NA,0.217477983683629
Site,Black-Legged Kittiwake,St Abbs to Fast Castle SPA;St Abb's Head NNR,1,31,0.654516129032258,0.340439311377495,NA,0.340439311377495
Site,Black-Legged Kittiwake,St Bees Head and Town;St Bees Head,1,13,0.563076923076923,0.375130746437928,NA,0.375130746437928
Site,Black-Legged Kittiwake,St Kilda SPA;Hirta,1,27,0.357777777777778,0.231621928902939,NA,0.231621928902939
Site,Black-Legged Kittiwake,St Margaret's Island;St Margaret's Island,1,5,0.442,0.394106584568185,NA,0.394106584568185
Site,Black-Legged Kittiwake,Straight Point and Otterton Ledge to Ladram Bay;Straight Point,1,5,0.584,0.245825141106438,NA,0.245825141106438
Site,Black-Legged Kittiwake,Sumburgh Head SPA;Compass Head,1,8,0.215,0.326977500318119,NA,0.326977500318119
Site,Black-Legged Kittiwake,Sumburgh Head SPA;Sumburgh Head,1,30,0.442666666666667,0.46324889663105,NA,0.46324889663105
Site,Black-Legged Kittiwake,Troup. Pennan and Lion's Heads SPA;Troup. Pennan and Lion's Heads,1,7,1.18,0.231156512634477,NA,0.231156512634477
Site,Black-Legged Kittiwake,West Burra - Shetland;Whale Wick to Sandwick,1,23,0.421739130434783,0.405862181869581,NA,0.405862181869581
Site,Black-Legged Kittiwake,West Westray Cliffs SPA;West Westray 2,1,5,0.464,0.543258686078741,NA,0.543258686078741
Site,Black-Legged Kittiwake,Yell - East Coast;SE Yell (inc. Burravoe),1,12,0.613333333333333,0.331644205117289,NA,0.331644205117289
Site,Black-Legged Kittiwake,Yesnaby to Marwick (West Mainland);Row Head,1,25,0.8184,0.439940147444324,NA,0.439940147444324
Site,Black-Legged Kittiwake,Ythan Estuary SPA;Sands of Forvie,1,20,0.5705,0.413120028435728,NA,0.413120028435728
Site,Lesser Black-Backed Gull,Aberdaron Coast and Bardsey Island SPA;Bardsey Island,1,18,0.570555555555556,0.276202658381001,NA,0.276202658381001
Site,Lesser Black-Backed Gull,Burnt Islands - Kyles of Bute;Burnt Islands,1,9,0.708888888888889,0.398730624746973,NA,0.398730624746973
Site,Lesser Black-Backed Gull,Coquet Island SPA;Coquet Island,1,5,0.2,0.447213595499958,NA,0.447213595499958
Site,Lesser Black-Backed Gull,Craobh Haven to Craignish + Selected Offshore Islands;Eilean Gamhna (NM71),1,9,0.517777777777778,0.402640589663343,NA,0.402640589663343
Site,Lesser Black-Backed Gull,Duddon Estuary SPA;Hodbarrow RSPB,1,6,0.221666666666667,0.376479304433413,NA,0.376479304433413
Site,Lesser Black-Backed Gull,Firth of Lorn;Bach Island,1,7,0.214285714285714,0.247780624939155,NA,0.247780624939155
Site,Lesser Black-Backed Gull,Forth Islands SPA;Isle of May,1,19,0.846315789473684,0.303208958499943,NA,0.303208958499943
Site,Lesser Black-Backed Gull,Havergate Island;Havergate Island,1,5,0.46,0.477283982551269,NA,0.477283982551269
Site,Lesser Black-Backed Gull,Loch Craignish - Loch Crinan;Eilean na Cille,1,13,0.573846153846154,0.360382631415057,NA,0.360382631415057
Site,Lesser Black-Backed Gull,Loch Fyne;Eilean Aoghainn,1,6,0.615,0.49557037845295,NA,0.49557037845295
Site,Lesser Black-Backed Gull,Loch Fyne;Glas Eilean (Loch Fyne),1,5,0.602,0.262811719677795,NA,0.262811719677795
Site,Lesser Black-Backed Gull,Loch Leven;Eilean Choinneich,1,5,0.23,0.286356421265527,NA,0.286356421265527
Site,Lesser Black-Backed Gull,Loch Lomond;Tarbet Isle,1,6,0.496666666666667,0.578019607510564,NA,0.578019607510564
Site,Lesser Black-Backed Gull,Oban;Eilean Mor (NM83),1,16,0.52375,0.321535379079814,NA,0.321535379079814
Site,Lesser Black-Backed Gull,Skokholm and Skomer SPA;Skokholm,1,15,0.177333333333333,0.0717601826190807,NA,0.0717601826190807
Site,Lesser Black-Backed Gull,Skokholm and Skomer SPA;Skomer,1,28,0.337142857142857,0.209352744019684,NA,0.209352744019684
Site,Lesser Black-Backed Gull,Sound of Jura;Reisa Mhic Phaidean,1,17,0.195882352941176,0.147988970177232,NA,0.147988970177232
Site,Northern Gannet,Ailsa Craig SPA;Ailsa Craig,1,25,0.784,0.121826379190497,NA,0.121826379190497
Site,Northern Gannet,Alderney;Les Etacs,1,6,0.653333333333333,0.0871014733897577,NA,0.0871014733897577
Site,Northern Gannet,Fair Isle SPA;Fair Isle,1,31,0.696451612903226,0.0811397307980406,NA,0.0811397307980406
Site,Northern Gannet,Flamborough Head and Bempton Cliffs SPA;Flamborough Head and Bempton Cliffs,1,20,0.7975,0.0663225769291748,NA,0.0663225769291748
Site,Northern Gannet,Grassholm SPA;Grassholm,1,12,0.744166666666667,0.066120871870913,NA,0.066120871870913
Site,Northern Gannet,Hermaness;Hermaness,1,29,0.657586206896552,0.0556555203534457,NA,0.0556555203534457
Site,Northern Gannet,Noss SPA;Noss,1,32,0.719375,0.0538778487009751,NA,0.0538778487009751
Site,Northern Gannet,Troup. Pennan and Lion's Heads SPA;Troup. Pennan and Lion's Heads,1,19,0.646315789473684,0.101991858406868,NA,0.101991858406868
Site,Northern Gannet,West Westray Cliffs SPA;West Westray 2,1,11,0.575454545454545,0.137866865951441,NA,0.137866865951441
Site,Razorbill,Fair Isle SPA;Fair Isle,1,28,0.447142857142857,0.269263152886995,NA,0.269263152886995
Site,Razorbill,Farne Islands SPA;Farne Islands,1,20,0.6795,0.108699247080141,NA,0.108699247080141
Site,Razorbill,Flamborough Head and Bempton Cliffs SPA;Flamborough Head and Bempton Cliffs,1,9,0.618888888888889,0.0749073501808141,NA,0.0749073501808141
Site,Razorbill,NA;North Hill RSPB. Papa Westray,1,14,0.182142857142857,0.14028424833056,NA,0.14028424833056
Site,Razorbill,North Sutor to Shandwick;North Sutor Of Cromarty/Castlecraig,1,20,0.659,0.216622397636751,NA,0.216622397636751
Site,Razorbill,Skokholm and Skomer SPA;Skokholm,1,10,0.719,0.231057953288299,NA,0.231057953288299
Site,Razorbill,Skokholm and Skomer SPA;Skomer,1,24,0.470416666666667,0.155604827427817,NA,0.155604827427817
Site,Razorbill,Sumburgh Head SPA;Sumburgh Head,1,5,0.376,0.2524480144505,NA,0.2524480144505
Site,Sandwich Tern,Chichester and Langstone Harbours SPA;Chichester Harbour,1,6,0.34,0.451663591625449,NA,0.451663591625449
